validateConfiguration: SimpleAuthority.java: examples.simple_authentication.src.org.apache.cassandra.auth Diff:28
joinTokenRing: StorageService.java: src.java.org.apache.cassandra.service Diff:98
getSuperColumnsMutationMap: CounterAdder.java: tools.stress.src.org.apache.cassandra.stress.operations Diff:20
getRequestedColumns: SelectStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:23
setOutputKeyspacePassword: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:19
quarantineEndpoint: Gossiper.java: src.java.org.apache.cassandra.gms Diff:27
getKeySamples: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:76
validate: ModificationStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:4
computeNext: IndexedSliceReader.java: src.java.org.apache.cassandra.db.columniterator Diff:16
validateSlicePredicate: ThriftValidation.java: src.java.org.apache.cassandra.thrift Diff:10
getMemtableColumnsCount: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:108
createSSTableAndLengthPairs: SizeTieredCompactionStrategy.java: src.java.org.apache.cassandra.db.compaction Diff:20
notifyFailureDetector: Gossiper.java: src.java.org.apache.cassandra.gms Diff:131
fetch: RangeStreamer.java: src.java.org.apache.cassandra.dht Diff:38
validateFields: CounterColumn.java: src.java.org.apache.cassandra.db Diff:37
toSchema: CFMetaData.java: src.java.org.apache.cassandra.config Diff:82
add: LegacyBloomFilter.java: src.java.org.apache.cassandra.utils Diff:6
position: MemoryOutputStream.java: src.java.org.apache.cassandra.io.util Diff:2
setLog4jLevel: StorageService.java: src.java.org.apache.cassandra.service Diff:357
isAlive: FailureDetector.java: src.java.org.apache.cassandra.gms Diff:20
cacheEndpoint: AbstractReplicationStrategy.java: src.java.org.apache.cassandra.locator Diff:2
tempSSTableFile: SSTableUtils.java: test.unit.org.apache.cassandra.io.sstable Diff:5
skipIndex: IndexHelper.java: src.java.org.apache.cassandra.io.sstable Diff:6
getLiveDiskSpaceUsed: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:171
getConnection: OutboundTcpConnectionPool.java: src.java.org.apache.cassandra.net Diff:1
submit: PeriodicCommitLogExecutorService.java: src.java.org.apache.cassandra.db.commitlog Diff:2
getString: JdbcLexicalUUID.java: src.java.org.apache.cassandra.cql.jdbc Diff:2
getBoolean: PropertyDefinitions.java: src.java.org.apache.cassandra.cql3 Diff:5
getExpireTimeForEndpoint: Gossiper.java: src.java.org.apache.cassandra.gms Diff:117
getKeyString: QueryProcessor.java: src.java.org.apache.cassandra.cql Diff:251
clear: AtomicSortedColumns.java: src.java.org.apache.cassandra.db Diff:6
updateRowCache: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:74
getNextComparator: DynamicCompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:10
createConnection: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:43
isStreamCompatible: Descriptor.java: src.java.org.apache.cassandra.io.sstable Diff:5
validate: CreateKeyspaceStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:10
dumpTimings: DynamicEndpointSnitch.java: src.java.org.apache.cassandra.locator Diff:5
getColumnNames: UpdateStatement.java: src.java.org.apache.cassandra.cql Diff:28
notifySSTablesChanged: DataTracker.java: src.java.org.apache.cassandra.db Diff:24
getCFMetaData: Schema.java: src.java.org.apache.cassandra.config Diff:3
equals: ColumnDefinition.java: src.java.org.apache.cassandra.config Diff:2
getPosition: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:112
uncompress: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:217
writeWithLength: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:22
getPrompt: CliMain.java: src.java.org.apache.cassandra.cli Diff:35
getNamesIterator: Memtable.java: src.java.org.apache.cassandra.db Diff:78
toSchemaUpdate: CFMetaData.java: src.java.org.apache.cassandra.config Diff:39
readSchemaRow: SystemTable.java: src.java.org.apache.cassandra.db Diff:175
reconcile: SuperColumn.java: src.java.org.apache.cassandra.db Diff:5
assureSufficientLiveNodes: DatacenterReadCallback.java: src.java.org.apache.cassandra.service Diff:19
readShortLength: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:25
isJoined: StorageService.java: src.java.org.apache.cassandra.service Diff:100
submitValidation: CompactionManager.java: src.java.org.apache.cassandra.db.compaction Diff:48
setMaximumCompactionThreshold: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:198
getTypeByFunction: CliClient.java: src.java.org.apache.cassandra.cli Diff:222
getDirectScanner: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:125
toString: StreamReply.java: src.java.org.apache.cassandra.streaming Diff:3
getComparator: ThreadSafeSortedColumns.java: src.java.org.apache.cassandra.db Diff:1
resourceToFile: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:21
int32: ColumnDefinition.java: src.java.org.apache.cassandra.config Diff:4
deserialize: ColumnSerializer.java: src.java.org.apache.cassandra.db Diff:9
validateColumnNames: QueryProcessor.java: src.java.org.apache.cassandra.cql Diff:109
printProxyHistograms: NodeCmd.java: src.java.org.apache.cassandra.tools Diff:120
openDataReader: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:135
validateKey: ThriftValidation.java: src.java.org.apache.cassandra.thrift Diff:3
hash: UUIDGen.java: src.java.org.apache.cassandra.utils Diff:4
errno: CLibrary.java: src.java.org.apache.cassandra.utils Diff:1
parseChunkLength: CompressionParameters.java: src.java.org.apache.cassandra.io.compress Diff:21
getMinRowSize: DataTracker.java: src.java.org.apache.cassandra.db Diff:16
getPropertyString: CFPropDefs.java: src.java.org.apache.cassandra.cql Diff:16
createReplicationStrategy: AbstractReplicationStrategy.java: src.java.org.apache.cassandra.locator Diff:13
excise: StorageService.java: src.java.org.apache.cassandra.service Diff:197
getStoragePort: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:71
getOutputKeyspaceUserName: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:18
readCurrentIndexedColumns: Table.java: src.java.org.apache.cassandra.db Diff:73
queryParamsAsByteBuffer: Operation.java: tools.stress.src.org.apache.cassandra.stress.util Diff:40
checkSchema: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:114
validate: CFPropDefs.java: src.java.org.apache.cassandra.cql Diff:12
addAll: AbstractThreadUnsafeSortedColumns.java: src.java.org.apache.cassandra.db Diff:21
transferRanges: StreamOut.java: src.java.org.apache.cassandra.streaming Diff:7
finished: StreamInSession.java: src.java.org.apache.cassandra.streaming Diff:13
requestSelectInterestChange: CustomTHsHaServer.java: src.java.org.apache.cassandra.thrift Diff:3
generateCFMetadataUpdate: DropIndexStatement.java: src.java.org.apache.cassandra.cql Diff:4
hash32: MurmurHash.java: src.java.org.apache.cassandra.utils Diff:7
toString: SegmentedFile.java: src.java.org.apache.cassandra.io.util Diff:1
sortSampledKeys: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:20
getExceptionCount: StorageService.java: src.java.org.apache.cassandra.service Diff:568
cloneMeShallow: SuperColumn.java: src.java.org.apache.cassandra.db Diff:2
getWriteEndpoints: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:93
getWriteConsistencyLevel: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:25
getKeySpace: CliClient.java: src.java.org.apache.cassandra.cli Diff:144
deliverHints: StorageService.java: src.java.org.apache.cassandra.service Diff:307
streamRanges: StorageService.java: src.java.org.apache.cassandra.service Diff:540
run: WordCount.java: examples.hadoop_word_count.src Diff:17
hasColumnFamilyAccess: ClientState.java: src.java.org.apache.cassandra.service Diff:9
toFloat: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:30
validate: KSPropDefs.java: src.java.org.apache.cassandra.cql3 Diff:1
forceConviction: FailureDetector.java: src.java.org.apache.cassandra.gms Diff:23
markCompacting: DataTracker.java: src.java.org.apache.cassandra.db Diff:17
compare: AsciiType.java: src.java.org.apache.cassandra.db.marshal Diff:1
clearSnapshot: StorageService.java: src.java.org.apache.cassandra.service Diff:317
getColumnFamilyStore: Table.java: src.java.org.apache.cassandra.db Diff:1
getName: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:57
newMessageDigest: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:2
nextSetBit: OpenBitSet.java: src.java.org.apache.cassandra.utils.obs Diff:3
toString: Resources.java: src.java.org.apache.cassandra.auth Diff:2
checkHealth: SystemTable.java: src.java.org.apache.cassandra.db Diff:96
prepare: DeleteStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:44
setStreamThroughputMbPerSec: StorageService.java: src.java.org.apache.cassandra.service Diff:107
getNeighbors: AntiEntropyService.java: src.java.org.apache.cassandra.service Diff:16
mark: CompressedSequentialWriter.java: src.java.org.apache.cassandra.io.compress Diff:5
toString: SliceFromReadCommand.java: src.java.org.apache.cassandra.db Diff:19
copyOptions: CompressionParameters.java: src.java.org.apache.cassandra.io.compress Diff:21
getWriteEndpoints: StorageProxy.java: src.java.org.apache.cassandra.service Diff:25
validateCompactionThresholds: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:198
validate: TruncateStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:6
getOverlappingSSTables: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:105
handleStateMoving: StorageService.java: src.java.org.apache.cassandra.service Diff:189
getActiveSegmentNames: CommitLog.java: src.java.org.apache.cassandra.db.commitlog Diff:29
toString: Message.java: src.java.org.apache.cassandra.net Diff:5
getConnectionPool: MessagingService.java: src.java.org.apache.cassandra.net Diff:22
expireMessages: OutboundTcpConnection.java: src.java.org.apache.cassandra.net Diff:24
isKeyExistenceExpensive: LeveledCompactionStrategy.java: src.java.org.apache.cassandra.db.compaction Diff:15
handleStateBootstrap: StorageService.java: src.java.org.apache.cassandra.service Diff:167
clearCallbacksUnsafe: MessagingService.java: src.java.org.apache.cassandra.net Diff:30
open: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:15
getTimeoutsPerHost: MessagingService.java: src.java.org.apache.cassandra.net Diff:105
setInputRange: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:10
makeMutationMessage: CounterMutation.java: src.java.org.apache.cassandra.db Diff:5
intern: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:197
doVerb: StreamRequestVerbHandler.java: src.java.org.apache.cassandra.streaming Diff:11
compare: IntegerType.java: src.java.org.apache.cassandra.db.marshal Diff:8
init: DataTracker.java: src.java.org.apache.cassandra.db Diff:9
getString: LocalByPartionerType.java: src.java.org.apache.cassandra.db.marshal Diff:1
open: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:11
getSeeds: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
getLoad: StorageService.java: src.java.org.apache.cassandra.service Diff:299
isUnused: CommitLogSegment.java: src.java.org.apache.cassandra.db.commitlog Diff:5
arrayCopy: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:22
getLocalAddress: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:5
sync: CommitLog.java: src.java.org.apache.cassandra.db.commitlog Diff:24
getRingDelay: StorageService.java: src.java.org.apache.cassandra.service Diff:1
applyUnsafe: RowMutation.java: src.java.org.apache.cassandra.db Diff:32
retry: IncomingStreamReader.java: src.java.org.apache.cassandra.streaming Diff:29
injectPreProcessed: AbstractRowResolver.java: src.java.org.apache.cassandra.service Diff:9
getAllDataFileLocations: StorageService.java: src.java.org.apache.cassandra.service Diff:311
initialize: ColumnFamilyRecordReader.java: src.java.org.apache.cassandra.hadoop Diff:20
checkOutputSpecs: ColumnFamilyOutputFormat.java: src.java.org.apache.cassandra.hadoop Diff:2
getBloomFilterSerializedSize: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:70
waitForStreaming: MessagingService.java: src.java.org.apache.cassandra.net Diff:33
getUpdatedCFMetadata: DropIndexStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:22
toString: KSMetaData.java: src.java.org.apache.cassandra.config Diff:7
deleteHintsForEndpoint: HintedHandOffManager.java: src.java.org.apache.cassandra.db Diff:10
getTopLevelColumns: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:136
releaseReference: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:119
addColumn: TreeMapBackedSortedColumns.java: src.java.org.apache.cassandra.db Diff:6
createCF: SSTableUtils.java: test.unit.org.apache.cassandra.io.sstable Diff:3
iterator: AtomicSortedColumns.java: src.java.org.apache.cassandra.db Diff:11
getMessage: CachingMessageProducer.java: src.java.org.apache.cassandra.net Diff:1
getRecentBloomFilterFalsePositiveCount: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:134
isEmpty: RowMutation.java: src.java.org.apache.cassandra.db Diff:12
getReadOperations: StorageProxy.java: src.java.org.apache.cassandra.service Diff:272
passiveAnnounce: MigrationManager.java: src.java.org.apache.cassandra.service Diff:39
maybeReloadCompactionStrategy: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:8
inFileMode: CliSessionState.java: src.java.org.apache.cassandra.cli Diff:1
write: RowCacheKey.java: src.java.org.apache.cassandra.cache Diff:1
getBootstrapToken: BootStrapper.java: src.java.org.apache.cassandra.dht Diff:26
stop: Gossiper.java: src.java.org.apache.cassandra.gms Diff:212
getTimeToLive: ModificationStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:2
midpoint: RandomPartitioner.java: src.java.org.apache.cassandra.dht Diff:6
update: EchoedRow.java: src.java.org.apache.cassandra.db Diff:1
fromString: ReversedType.java: src.java.org.apache.cassandra.db.marshal Diff:2
warnOnUnexpectedOptions: AbstractReplicationStrategy.java: src.java.org.apache.cassandra.locator Diff:17
forceBlockingFlush: KeysIndex.java: src.java.org.apache.cassandra.db.index.keys Diff:27
readWithLength: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:23
waitingFor: ReadCallback.java: src.java.org.apache.cassandra.service Diff:23
runColumnReader: Reader.java: tools.stress.src.org.apache.cassandra.stress.operations Diff:19
toString: FileStreamTask.java: src.java.org.apache.cassandra.streaming Diff:37
getCfDef: CliClient.java: src.java.org.apache.cassandra.cli Diff:206
response: AsyncRepairCallback.java: src.java.org.apache.cassandra.service Diff:4
getLevelSize: LeveledManifest.java: src.java.org.apache.cassandra.db.compaction Diff:12
flushOldestTables: CommitLogAllocator.java: src.java.org.apache.cassandra.db.commitlog Diff:28
apply: Table.java: src.java.org.apache.cassandra.db Diff:50
toString: WhereClause.java: src.java.org.apache.cassandra.cql Diff:20
response: DatacenterSyncWriteResponseHandler.java: src.java.org.apache.cassandra.service Diff:6
getRowCacheKeysToSave: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
mutationForKey: DeleteStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:38
closeAndOpenReader: SSTableWriter.java: src.java.org.apache.cassandra.io.sstable Diff:19
incrementAndGetGeneration: SystemTable.java: src.java.org.apache.cassandra.db Diff:115
cloneAndRemoveDeleted: Util.java: test.unit.org.apache.cassandra Diff:27
printPendingRanges: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:85
parseNextComparator: CompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:7
start: GCInspector.java: src.java.org.apache.cassandra.service Diff:1
applyStateLocally: Gossiper.java: src.java.org.apache.cassandra.gms Diff:164
setCompactionThresholds: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:194
getKeyId: CFDefinition.java: src.java.org.apache.cassandra.cql3 Diff:2
bits2words: OpenBitSet.java: src.java.org.apache.cassandra.utils.obs Diff:3
start: Gossiper.java: src.java.org.apache.cassandra.gms Diff:197
rendezvous: AntiEntropyService.java: src.java.org.apache.cassandra.service Diff:23
